stories_id,publish_date,title,url,language,ap_syndicated,themes,media_id,media_name,media_url
"1617062149","2020-05-26 10:43:00","Black man dies after video shows officer kneeling on neck","https://www.wapt.com/article/black-man-dies-after-video-shows-minneapolis-officer-kneeling-on-neck/32670114","en","False","","113159","wapt.com","http://wapt.com/"
"1618338170","2020-05-27 15:56:00","Vermont town's goat mayor faces stiff competion in re-election bid","https://www.wapt.com/article/fair-haven-vermont-goat-mayor-election-2020/32689139","en","False","","113159","wapt.com","http://wapt.com/"
"1618348654","2020-05-27 15:42:13","Petal mayor says comments on George Floyd death in police incident misinterpreted","http://rssfeeds.hattiesburgamerican.com/~/625338690/0/hattiesburgamerican/home~Petal-mayor-says-comments-on-George-Floyd-death-in-police-incident-misinterpreted/","en","False","","72156","hattiesburgamerican.com","http://www.hattiesburgamerican.com/#spider"
"1618348766","2020-05-27 15:42:13","Petal mayor says comments on George Floyd death in police incident misinterpreted","http://rssfeeds.clarionledger.com/~/625338690/0/jacksonms/news~Petal-mayor-says-comments-on-George-Floyd-death-in-police-incident-misinterpreted/","en","False","","661656","Clinton News","http://www.clintonnews.com/apps/pbcs.dll/frontpage"
"1618348300","2020-05-27 15:42:13","Petal mayor says comments on George Floyd death in police incident misinterpreted","http://rssfeeds.clarionledger.com/~/625338690/0/jacksonms/news~Petal-mayor-says-comments-on-George-Floyd-death-in-police-incident-misinterpreted/","en","False","","661653","Rankin Ledger","http://www.rankinledger.com/apps/pbcs.dll/frontpage"
"1618348161","2020-05-27 15:42:13","Petal mayor says comments on George Floyd death in police incident misinterpreted","http://rssfeeds.clarionledger.com/~/625338690/0/jacksonms/news~Petal-mayor-says-comments-on-George-Floyd-death-in-police-incident-misinterpreted/","en","False","","54342","clarionledger.com","http://www.clarionledger.com/#spider"
"1618369120","2020-05-27 15:42:13","Petal mayor says comments on George Floyd death in police incident misinterpreted","http://rssfeeds.clarionledger.com/~/625338690/0/jacksonms/news~Petal-mayor-says-comments-on-George-Floyd-death-in-police-incident-misinterpreted/","en","False","","661654","Madison County Herald","http://www.mcherald.com/apps/pbcs.dll/frontpage"
"1618434931","2020-05-27 17:48:00","LeBron James joins chorus of athletes speaking out about killing of George Floyd","https://www.wapt.com/article/lebron-james-joins-chorus-of-athletes-speaking-out-about-killing-of-george-floyd/32688958","en","False","","113159","wapt.com","http://wapt.com/"
"1618676298","2020-05-28 02:15:00","Violence again rocks Minneapolis after man's death; 1 killed","https://www.wapt.com/article/violence-again-rocks-minneapolis-after-mans-death-1-killed/32693507","en","False","","113159","wapt.com","http://wapt.com/"
"1619164367","2020-05-28 11:27:25","Five stories from the South to read now","http://rssfeeds.hattiesburgamerican.com/~/625411724/0/hattiesburgamerican/home~Five-stories-from-the-South-to-read-now/","en","False","","72156","hattiesburgamerican.com","http://www.hattiesburgamerican.com/#spider"
"1619428042","2020-05-28 16:47:08","WATCH LIVE: Authorities give update on the death of George Floyd amidst violent protests in Minneapolis","https://www.wjtv.com/news/watch-live-authorities-give-update-on-the-death-of-george-floyd-amidst-violent-protests-in-minneapolis/","en","True","","146692","whlt.com","http://whlt.com/"
"1619428041","2020-05-28 16:47:08","WATCH LIVE: Authorities give update on the death of George Floyd amidst violent protests in Minneapolis","https://www.wjtv.com/news/watch-live-authorities-give-update-on-the-death-of-george-floyd-amidst-violent-protests-in-minneapolis/","en","True","","34507","wjtv.com","http://www.wjtv.com#spider"
"1619473452","2020-05-28 17:00:42","Tear gas flies as Minneapolis rioters protest death of George Floyd in police custody","http://themississippilink.com/2020/05/28/tear-gas-flies-as-minneapolis-rioters-protest-death-of-george-floyd-in-police-custody/","en","False","","191080","themississippilink.com","http://themississippilink.com/"
"1619777693","2020-05-29 02:50:00","7 shot at Louisville protest over fatal police shooting","https://www.wapt.com/article/7-shot-at-louisville-protest-over-fatal-police-shooting-1/32706909","en","False","","113159","wapt.com","http://wapt.com/"
"1619946891","2020-05-29 07:08:00","A CNN crew has been arrested while covering Minneapolis protests","https://www.wapt.com/article/a-cnn-crew-has-been-arrested-while-covering-minneapolis-protests/32709204","en","False","","113159","wapt.com","http://wapt.com/"
"1619952745","2020-05-29 02:59:49","Trump promises action over the growing Mpls. protests","https://www.startribune.com/twin-cities-protests-grow-after-gov-walz-calls-up-guard/570830002/","en","False","","316913","mississippi.statenews.net","http://mississippi.statenews.net/"
"1619952749","2020-05-29 02:59:37","Photos- Shifting images of peace, chaos in the Twin Cities","https://www.mprnews.org/story/2020/05/28/floyd-protests-shifting-images-of-peace-chaos-in-the-twin-cities","en","False","","316913","mississippi.statenews.net","http://mississippi.statenews.net/"
"1620058295","2020-05-29 09:04:00","PHOTOS: Protests erupt across US after George Floyd's death","https://www.wapt.com/article/photos-protests-erupt-across-us-after-george-floyds-death/32710535","en","False","","113159","wapt.com","http://wapt.com/"
"1620171983","2020-05-29 10:48:00","Breonna Taylor’s mother calls for peace after 7 are shot at Louisville protest over fatal police shooting","https://www.wapt.com/article/breonna-taylors-mother-calls-for-peace-after-7-are-shot-at-louisville-protest-over-fatal-police-shooting/32711757","en","False","","113159","wapt.com","http://wapt.com/"
"1620227722","2020-05-29 12:01:00","Who was George Floyd? The man whose death while in police custody set off protests nationwide","https://www.wapt.com/article/who-was-george-floyd-the-man-whose-death-while-in-police-custody-set-off-protests-nationwide/32712584","en","False","","113159","wapt.com","http://wapt.com/"
"1620325104","2020-05-29 14:13:01","Protesters call for ouster of Petal mayor over George Floyd death comments","http://rssfeeds.clarionledger.com/~/625527352/0/jacksonms/news~Protesters-call-for-ouster-of-Petal-mayor-over-George-Floyd-death-comments/","en","False","","54342","clarionledger.com","http://www.clarionledger.com/#spider"
"1620326109","2020-05-29 14:13:01","Protesters call for ouster of Petal mayor over George Floyd death comments","http://rssfeeds.clarionledger.com/~/625527352/0/jacksonms/news~Protesters-call-for-ouster-of-Petal-mayor-over-George-Floyd-death-comments/","en","False","","661656","Clinton News","http://www.clintonnews.com/apps/pbcs.dll/frontpage"
"1620324747","2020-05-29 14:13:01","Protesters call for ouster of Petal mayor over George Floyd death comments","http://rssfeeds.clarionledger.com/~/625527352/0/jacksonms/news~Protesters-call-for-ouster-of-Petal-mayor-over-George-Floyd-death-comments/","en","False","","661654","Madison County Herald","http://www.mcherald.com/apps/pbcs.dll/frontpage"
"1620324562","2020-05-29 14:13:01","Protesters call for ouster of Petal mayor over George Floyd death comments","http://rssfeeds.clarionledger.com/~/625527352/0/jacksonms/news~Protesters-call-for-ouster-of-Petal-mayor-over-George-Floyd-death-comments/","en","False","","661653","Rankin Ledger","http://www.rankinledger.com/apps/pbcs.dll/frontpage"
