stories_id,publish_date,title,url,language,ap_syndicated,themes,media_id,media_name,media_url
"1615179366","2020-05-25 00:41:11","The Latest: Montana outbreak tied to Schwab country club","https://www.gadsdentimes.com/ZZ/news/20200523/latest-montana-outbreak-tied-to-schwab-country-club?rssfeed=true","en","False","","90007","gadsdentimes.com","http://www.gadsdentimes.com/#spider"
"1616358911","2020-05-25 14:26:52","Israeli leader vows to push ahead with annexing West Bank","https://www.gadsdentimes.com/ZZ/news/20200525/israeli-leader-vows-to-push-ahead-with-annexing-west-bank?rssfeed=true","en","True","","90007","gadsdentimes.com","http://www.gadsdentimes.com/#spider"
"1616773686","2020-05-26 05:36:40","Lebanon's migrant workers' plight worsens as crises multiply","https://www.gadsdentimes.com/ZZ/news/20200526/lebanons-migrant-workers-plight-worsens-as-crises-multiply?rssfeed=true","en","True","","90007","gadsdentimes.com","http://www.gadsdentimes.com/#spider"
"1617034059","2020-05-26 08:39:15","Black man dies after video shows officer kneeling on neck","https://www.gadsdentimes.com/ZZ/news/20200526/black-man-dies-after-video-shows-officer-kneeling-on-neck?rssfeed=true","en","True","","90007","gadsdentimes.com","http://www.gadsdentimes.com/#spider"
"1617087483","2020-05-26 10:43:00","Black man dies after video shows officer kneeling on neck","https://www.wvtm13.com/article/black-man-dies-after-video-shows-minneapolis-officer-kneeling-on-neck/32670114","en","False","","295544","wvtm13.com","http://wvtm13.com/"
"1617119309","2020-05-26 10:53:12","Man dies in police custody after video shows Minneapolis officer kneeling on his neck","https://whnt.com/news/man-dies-in-police-custody-after-video-shows-minneapolis-officer-kneeling-on-his-neck/","en","True","","82215","whnt.com","http://whnt.com/#spider"
"1617295271","2020-05-26 14:37:26","Hong Kong leader says security law not a threat to freedoms","https://www.gadsdentimes.com/ZZ/news/20200526/hong-kong-leader-says-security-law-not-threat-to-freedoms?rssfeed=true","en","True","","90007","gadsdentimes.com","http://www.gadsdentimes.com/#spider"
"1617416967","2020-05-26 18:04:43","Prattville Woman’s “Silent Protest” Signs Vandalized","https://www.alabamanews.net/2020/05/26/prattville-womans-silent-protest-signs-vandalized/","en","False","","475010","alabamanews.net","http://alabamanews.net/"
"1617517488","2020-05-26 20:19:01","Beshear condemns rally where he was hung in effigy","https://www.gadsdentimes.com/ZZ/news/20200526/beshear-condemns-rally-where-he-was-hung-in-effigy?rssfeed=true","en","True","","90007","gadsdentimes.com","http://www.gadsdentimes.com/#spider"
"1617557199","2020-05-26 22:32:56","Police surround Hong Kong legislature before anthem debate","https://www.gadsdentimes.com/ZZ/news/20200526/police-surround-hong-kong-legislature-before-anthem-debate?rssfeed=true","en","True","","90007","gadsdentimes.com","http://www.gadsdentimes.com/#spider"
"1617574863","2020-05-26 18:26:15","Prattville Woman's ""Silent Protest"" Signs Vandalized","https://www.alabamanews.net/2020/05/26/prattville-womans-silent-protest-signs-vandalized/","en","False","","658852","Birmingham News as it Happens from Birmingham News.Net","http://www.birminghamnews.net/"
"1617574793","2020-05-26 21:01:59","4 officers fired after black man dies following video showing officer kneeling on man's neck","https://www.wvtm13.com/article/black-man-dies-after-video-shows-minneapolis-officer-kneeling-on-neck/32670114","en","False","","658852","Birmingham News as it Happens from Birmingham News.Net","http://www.birminghamnews.net/"
"1617796796","2020-05-27 05:00:00","Shuttle Veteran Leads First Human Space Mission Launched From U.S. Since 2011","https://www.apr.org/post/shuttle-veteran-leads-first-human-space-mission-launched-us-2011","en","False","","109301","apr.org","http://apr.org/"
"1617796786","2020-05-27 05:16:00","'Running For Your Life': A Community Poem For Ahmaud Arbery","https://www.apr.org/post/running-your-life-community-poem-ahmaud-arbery","en","False","","109301","apr.org","http://apr.org/"
"1617823514","2020-05-27 05:00:00","Shuttle Veteran Leads First Human Space Mission Launched From U.S. Since 2011","https://www.wvasfm.org/post/shuttle-veteran-leads-first-human-space-mission-launched-us-2011","en","False","","144085","wvasfm.org","http://wvasfm.org/"
"1617823497","2020-05-27 05:16:00","'Running For Your Life': A Community Poem For Ahmaud Arbery","https://www.wvasfm.org/post/running-your-life-community-poem-ahmaud-arbery","en","False","","144085","wvasfm.org","http://wvasfm.org/"
"1618011117","2020-05-27 09:39:54","Hundreds gathered at the Minneapolis intersection where George Floyd died after police encounter","https://whnt.com/news/hundreds-gathered-at-the-minneapolis-intersection-where-george-floyd-died-after-police-encounter/","en","False","","82215","whnt.com","http://whnt.com/#spider"
"1618106201","2020-05-27 08:22:37","Swift firings for Minneapolis officers in death of black man","https://www.gadsdentimes.com/ZZ/news/20200527/swift-firings-for-minneapolis-officers-in-death-of-black-man?rssfeed=true","en","True","","90007","gadsdentimes.com","http://www.gadsdentimes.com/#spider"
