stories_id,publish_date,title,url,language,ap_syndicated,themes,media_id,media_name,media_url,text,not_available
1616299565,2020-05-25 06:04:00,Hong Kong Police Fire Tear Gas As Thousands Protest Security Measure,https://listen.sdpb.org/post/hong-kong-police-fire-tear-gas-thousands-protest-security-measure,en,False,,116405,sdpb.org,http://sdpb.org/,NA,1.0
1617120010,2020-05-26 10:27:18,Man dies after video shows officer kneeling on his neck,https://www.keloland.com/top-stories/man-dies-after-video-shows-officer-kneeling-on-his-neck/,en,True,,91060,keloland.com,http://www.keloland.com/#spider,"MINNEAPOLIS (AP) — A black man has died in Minneapolis police custody after video shared online from a bystander showed a white officer kneeling on his neck during his arrest as he pleaded that he couldn’t breathe. His death, which occurred Monday night after a struggle with police officers, was under investigation by the FBI and state agents. Minneapolis Police Chief Medaria Arradondo, speaking to reporters Tuesday morning, was asked about the use of the knee on the man’s neck during the arrest. “We clearly have policies in place regarding placing someone under control,” Arradondo said, stating that taking a look at what happened and how those policies apply “will be part of the full investigation we’ll do internally.” Officers were called about 8 p.m. Monday to investigate a report of a forgery at a business, according to police spokesman John Elder. Police found the man, believed to be in his 40s, matching the suspect’s description in his car. “He was ordered to step from his car. After he got out, he physically resisted officers,” Elder said in a statement. “Officers were able to get the suspect into handcuffs and noted he appeared to be suffering medical distress.” The man, who was not identified, was taken by ambulance to Hennepin County Medical Center where he died a short time later, police said. The name of the officer seen kneeling on his neck wasn’t immediately released. The Minnesota Bureau of Criminal Apprehension has joined the FBI in its investigation. All body camera footage has been turned over to the BCA, which investigates most police shootings and in-custody deaths. The officers involved have been put on paid administrative leave, per department protocol. Nekima Levy-Armstrong, a prominent local activist, said watching the footage that was shared on social media made her “sick to her stomach” and she said it’s another example of police brutality toward African American men, the Star Tribune reported. “Whatever the man may have done should not have ended in a death sentence,” she said. “What started as an alleged economic incident once again turned deadly for a black man.” Levy-Armstrong said it reminded her of the Eric Garner case. He was an unarmed New York man who died in 2014 after he was placed in a chokehold by police and pleaded for his life saying he couldn’t breathe. A grand jury later decided against indicting the officers involved, sparking protests around the country. Minneapolis Mayor Jacob Frey on Tuesday morning urged those who might protest to take precautions amid the coronavirus outbreak. He said there is a “need to make sure everyone voicing their opinion is staying safe,” and he asked potential protesters to practice social distancing. “If you’re sad, I get it, if you’re angry, that makes complete sense, if you feel the need to protest, of course, we want to make sure people are able to express themselves,” Frey said. “There is another danger out there right now, which is COVID-19.” Police in Minneapolis have come under scrutiny in recent years for deadly run-ins with citizens. A 24-year-old black man, Jamar Clark, was shot in the head and died in 2015 after a confrontation with two white officers responding to a reported assault. A county prosecutor declined to prosecute the officers, saying Clark was struggling for one of the officers’ gun when he was shot. A white woman, Justine Rusczcyk Damond, died in 2017 when she was shot in the stomach by a Minneapolis officer responding to her 911 call. That officer, who is black, was convicted of manslaughter and murder and is serving a 12-year prison sentence.",0.0
1617434997,2020-05-26 17:05:00,Four Minneapolis officers fired after death of unarmed black man,https://www.cbsnews.com/news/george-floyd-minneapolis-police-officers-fired-kneeling-death-video/,en,False,,152133,kotaradio.com,http://kotaradio.com/,"Four police officers have been fired following the death of an unarmed black man who was taken into custody in Minneapolis, officials said Tuesday. The death of the man identified by a family attorney as George Floyd has drawn outrage after video showed an officer kneeling on Floyd's neck as he cried out that he couldn't breathe. Floyd had been arrested Monday outside a deli on suspicion of forgery. He died later at a hospital. Police Chief Medaria Arradondo did not identify the former officers but called them ""former employees"" with the department, CBS Minnesota reported. Earlier Tuesday, Mayor Jacob Frey said what happened was ""wrong at every level."" ""This does not reflect the values that Chief Arradondo has worked tirelessly to instill. It does not represent the training we've invested in or the measures we've taken to ensure accountability. Being black in America should not be a death sentence,"" Frey said. In the video, Floyd is seen moaning and struggling, as bystanders urge officers to place him in the police car. ""Please,"" Floyd pleads. ""I can't breathe,"" he continues to moan. An officer keeps insisting he get in the car, while the man repeatedly says he can't. ""My stomach hurts. My neck hurts. Everything hurts. ... (I need) water or something. Please. Please. I can't breathe, officer. I cannot breathe. I cannot breathe."" A bystander later said it appeared Floyd wasn't moving. Family demands justice for George Floyd as hundreds protest in Minneapolis The attorney representing Floyd's family, Benjamin Crump, had earlier in the day called for the officers to be fired. Crump called on the Hennepin County Attorney, Michael Freeman, to charge the officers with murder. ""We all watched the horrific death of George Floyd on video as witnesses begged the police officer to take him into the police car and get off his neck,"" Crump said in a statement. ""This abusive, excessive and inhumane use of force cost the life of a man who was being detained by the police for questioning about a non-violent charge."" Arradondo said the FBI is investigating whether civil rights charges are appropriate. The state Bureau of Criminal Apprehension is also investigating. In a statement, the Hennepin County Attorney's Office said it is working with federal prosecutors and that they will review the findings of the investigations to make a prosecution decision. ""We promise a thorough, expedited review consistent with our on-going commitment to justice,"" the county attorney's office said in a statement. ""Every person is entitled to fairness; no person stands above the law."" Later in the day, several hundred people gathered to protest around the bus stop where Floyd was arrested. Police originally said Floyd was resisting arrest, but a new video obtained by CBS News shows what appears to be the start of the confrontation between Floyd and police. The video from a restaurant security camera shows officers taking Floyd into custody, but the restaurant's owner said it does not show Floyd resisting arrest. ""From what I saw, it didn't look like he was resisting at all,"" said restaurant owner Rashad West. Jeff Pegues contributed to this report.",0.0
1617641111,2020-05-26 23:28:41,"George Floyd's death sparks massive protests, riots",https://www.cbsnews.com/news/george-floyds-death-sparks-massive-protests-in-minneapolis-2020-05-26/,en,False,,152133,kotaradio.com,http://kotaradio.com/,"Large crowds gathered Tuesday to protest at the site where a man was violently arrested the night before. George Floyd, who was black, repeatedly told a white police officer kneeling on his neck that he couldn't breathe. But despite Floyd's pleas for his life, the officer didn't let up for more than seven minutes, and Floyd died hours later. The incident was caught on video by an onlooker. The case is drawing comparisons to the death of Eric Garner, an unarmed black man who died in a 2014 confrontation in the New York City borough of Staten Island after being placed in a chokehold by police. People gathered on the 3700 block of Chicago Avenue, where Floyd was arrested for suspicion of forgery outside a deli. After he was taken into custody and the incident that followed, the 46-year-old was taken to Hennepin County Medical Center, where he was pronounced dead, according to CBS Minnesota. Four police officers were fired Tuesday for their roles in the incident. The FBI is taking part in the investigation. Protesters marched roughly two miles from the site of the arrest to the Minneapolis Police's 3rd Precinct building. According to CBS Minnesota, officers dressed in riot gear formed a barrier around the precinct, and videos show them using smoke bombs or tear gas, as well as flash grenades, against the demonstrators. A better look at the crowd size of the Minneapolis march for #GeorgeFloyd pic.twitter.com/u0pg0hf4bD — Ryan Faircloth (@RyanFaircloth) May 26, 2020 My daughters who are 9 & 11 years old are with me and my partner tonight marching peacefully to advocate for justice for #GeorgeFloyd who was murdered yesterday by a Minneapolis police officer. pic.twitter.com/n9jI0Pbard — Matt Johnson (@matthewmj) May 27, 2020 Along with videos of more peaceful protests, several videos posted on Twitter also show protesters throwing bricks and rocks at police cars, and smashing windows. CBS Minnesota reported that at least one officer has been injured. There was no word on any protesters being arrested. Police in riot gear confronting protester in Minneapolis tonight. Many have gathered in the streets to protest the killing of #GeorgeFloyd while he was restrained by police officers. Four officers were subsequently fired for their actions. pic.twitter.com/Jv0blCFyBB — Frank Calhoun (@Phrygian0) May 27, 2020 One protester tweeted a video of a fellow demonstrator getting hit in the head with an apparent rubber bullet. Andy Mannix, a Star Tribune reporter, posted updates of the events on social media as they unfolded Tuesday. He tweeted footage of people dousing each other with milk after being hit with tear gas, and many hiding behind shopping carts from a nearby Target as they continued the standoff with police. Even when it started pouring rain, hundreds could still be seen protesting. And here are a few final photos from the melee. pic.twitter.com/6h5WHmZtqo — Andy Mannix (@AndrewMannix) May 27, 2020 One more video from the evening. This is when police started throwing flash bangs and tear gas and advancing on protestors, some of whom has been throwing objects at the officers. pic.twitter.com/jYtUlC3GZw — Andy Mannix (@AndrewMannix) May 27, 2020 Mannix says he was shot in the thigh with a rubber bullet while covering the protests. I Was just shot with this in the thigh. pic.twitter.com/igcJ3e7iQ4 — Andy Mannix (@AndrewMannix) May 27, 2020 Mannix also photographed another man who was shot twice with marker rounds, once in his torso, and the other his arm. Seems like most ppl are bailing. This guy wouldn't let me interview him, but he showed me two marking round hits. Those things hurt pic.twitter.com/c9UgIkJiSD — Andy Mannix (@AndrewMannix) May 27, 2020 Minnesota Rep. Ilhan Omar tweeted Tuesday night that, ""Shooting rubber bullets and tear gas at unarmed protesters when there are children present should never be tolerated. Ever. What is happening tonight in our city is shameful. Police need to exercise restraint, and our community needs space to heal."" Though he hasn't made any remarks since the protests began, Minneapolis Mayor Jacob Frey said earlier in the day that what happened to Floyd was ""horrible,"" and ""completely and utterly messed up."" ""Being black in America should not be a death sentence,"" he posted on Twitter. ""This man's life matters. He matters. ... I believe what I saw and what I saw is wrong on every level.""",0.0
1618019993,2020-05-27 08:28:38,George Floyd​'s family says officers should “pay for what they did”,https://www.cbsnews.com/news/george-floyd-minneapolis-police-death/,en,False,,152133,kotaradio.com,http://kotaradio.com/,"Hundreds of protesters clashed with police in downtown Minneapolis Tuesday night, following the death of George Floyd, a black man who appeared to be suffocated during an attempted arrest. What began peacefully soon turned confrontational, with police in riot gear firing tear gas, and some protesters throwing rocks. The protests come after a 10-minute video surfaced of police trying to detain Floyd Monday as they responded to a report of suspected forgery. A white police officer knelt on Floyd's neck for more than seven minutes, as the 46-year-old, with his hands cuffed behind his back, pleaded for help and repeatedly said ""I can't breathe"" before his body went still. All four responding officers have now been fired from the force. But, Floyd's family says they want the officers charged. His brothers Rodney and Philonise Floyd and cousin Tera Brown, who are in Houston, said they don't believe that he was resisting the officers. ""You have eyes, I have eyes. You don't need to believe what they say. You can see what you saw and I saw, and the whole nation saw, the country saw, and every person, black person in America saw the same thing because it don't happen to nobody else,"" Rodney Floyd told CBS News correspondent Jeff Pegues. Police claimed George Floyd was a suspect in a forgery case at a deli and that he had physically resisted officers. But new surveillance video obtained by CBS News from a store nearby shows officers calmly detaining him. ""He was handcuffed long before they took him to that car, and you can see his demeanor from the security video. They did not have to use this excessive lethal force that killed George Floyd. They did not have to do it,"" said attorney Benjamin Crump, who is representing his family. ""And that's why simply terminating them is not enough because black lives matter."" Brown agreed that firing the officers was not enough. ""We need to see justice happen. In this case, this was clearly murder. We want to see them arrested. We want to see them charged. We want to see them convicted for what they did. He did not deserve what happened to him,"" she said. ""I don't want the protests to just be for show. I want to see action. I want to see these people pay for what they did. We need to hold them accountable."" Philonise Floyd wiped away tears while speaking with Pegues. ""Just thinking just how amazing my brother was. He never did anything to nobody. Everybody loved my brother. I just don't understand why people want to hurt people, kill people. They didn't have to do that to my brother,"" he said. ""Hearing him holler over and over, he can't breathe, he can't breathe. Nobody don't want to hear that."" According to the Minneapolis police training manual, neck restraints are only allowed when a suspect is actively resisting officers and it is only allowed as a non-deadly hold if it does not block the suspect's airway.",0.0
1618212010,2020-05-27 10:51:33,Family demands justice for George Floyd as hundreds protest in Minneapolis,https://www.cbsnews.com/video/family-demands-justice-for-george-floyd-as-hundreds-protest-in-minneapolis/,en,False,,152133,kotaradio.com,http://kotaradio.com/,"Family demands justice for George Floyd as hundreds protest in Minneapolis The family of George Floyd, the African American man who died after being brutally detained by Minneapolis police, says they want the officers to be brought up on murder charges. This comes as protesters violently clashed with police on the streets of Minneapolis near where the arrest happened. Jeff Pegues reports.",0.0
1618306045,2020-05-27 15:09:00,"Minneapolis Mayor Frey calls for arrest, charges for officer who knelt on George Floyd's neck",https://www.mitchellrepublic.com/news/crime-and-courts/6508367-Minneapolis-Mayor-Frey-calls-for-arrest-charges-for-officer-who-knelt-on-George-Floyds-neck,en,False,,32194,mitchellrepublic.com,http://www.mitchellrepublic.com#spider,"ST. PAUL — Minneapolis Mayor Jacob Frey on Wednesday, May 27, called on the Hennepin County Attorney's Office to arrest and charge the officer who, during a police stop Monday night, knelt on the neck of George Floyd, who died soon after. At a news conference, Frey said after seeing a bystander's cellphone video of the incident — during which the officer is seen kneeling on Floyd's neck for several minutes, and Floyd is heard saying he was unable to breathe — he ""can't see coming to a different answer"" than charging the officer. ""We watched for five whole excruciating minutes as a white officer firmly pressed his knee into the neck of an unarmed, handcuffed black man,"" Frey said. ""I saw no threat. I saw nothing that would signal that this kind of force was necessary."" The Hennepin County Attorney's Office responded later Wednesday saying they are aware of Frey's recommendation and that they are working with investigators to review the evidence. They said Floyd's case ""deserves the best we can give and that's what this office will do."" Thousands took to the streets near the site where Floyd was killed Tuesday night to protest the Minneapolis Police Department and to honor Floyd's life. At times, protesters threw rocks at police officers and broke windows of the police precinct building and squad cars. Officers responded by throwing chemical irritants and shooting rubber bullets to disperse the crowd. Demonstrators returned to the spot in Minneapolis' Powderhorn neighborhood Wednesday, prompting calls from local police and state officials to maintain safe practices during the demonstration. In a Wednesday statement, the Minnesota Board of Peace Officer Standards and Training called the video ""troubling and disturbing,"" and said the officer's tactic ""do not appear to reflect the training that students receive"" in police training. Following the police encounter, Floyd was transported to Hennepin County Medical Center and pronounced dead. The Minneapolis Fire Department on Wednesday made public an incident report from the Monday evening encounter. According to the report, responders spoke to an off-duty firefighter who witnessed the incident, during which Floyd went “from struggling to unresponsive on the ground while handcuffed and subdued by PD.” MFD reported that while in the ambulance, Floyd was unresponsive and had no pulse. Medics reportedly put Floyd on a ventilator and IV, and “delivered one shock by their monitor.” His pulse never returned. The four officers who were present at the scene — Derek Chauvin, Thomas Lane, Tou Thao and J Alexander Kueng — have all been fired from the police department. The incident has garnered national attention from activists and politicians alike. On Wednesday, President Donald Trump in a tweet called Floyd's death ""very sad and tragic,"" and said the FBI and Department of Justice ""are already well into an investigation,"" which he has asked to be expedited. Also on Wednesday, U.S. Rep. Ilhan Omar tweeted, ""The police officer who killed George Floyd should be charged with murder."" Gov. Tim Walz and state public safety officials on Wednesday called on witnesses to come forward to hasten the speed of an ongoing investigation into the death. An autopsy had not yet been conducted as of Wednesday, they said. ""We know the public and the community and all of you want to know what happened that fateful day,"" Department of Public Safety Commissioner John Harrington said. ""It will be an investigation that is done right. This will not be an investigation that we cut any corners."" Harrington, Walz, Lt. Gov. Peggy Flanagan and Attorney General Keith Ellison said they were shocked by video footage depicting Floyd's killing and said the state has work to do in eliminating inequities for communities of color. And they said they wouldn't comment on what steps investigators or prosecutors should take to avoid tainting the process. ""We're not going to pre-judge the facts though the video is so clear before our eyes,"" Ellison said. ""At the end of this process, we want nobody to be able to question the process."" Words of caution as protests persist State officials and local law enforcement officers on Wednesday issued words of caution to demonstrators in Minneapolis as they again took to the streets to protest Minneapolis police response to the incident. In a statement, Police Chief Medaria Arradondo said demonstrators near the Third Precinct had destroyed property and warned them against further destruction. ""I'm urging those who are gathering to please do so peacefully,"" he said. ""Criminal behavior will not be tolerated."" Frey said at Wednesday's news conference that he commends ""the 99% of protesters that were there last night doing so in a peaceful manner,"" and that they can get ""lumped in"" with those who become violent. But ""those rights (to protest), they must stop when others' public safety are put at risk."" State public safety and health officials also urged protesters to social distance and wear masks to limit the potential transmission of COVID-19 (most protesters Tuesday night were wearing masks, and free masks were handed out by organizers). And they urged demonstrators as well as law enforcement officers to avoid conflict where possible. Health Commissioner Jan Malcolm said the use of chemical irritants by police officers could cause additional problems with the illness. ""Anything that serves to further exacerbate respiratory illnesses when we're dealing with a virus is certainly something to be watched,"" Malcolm said. A push for transparency, policy change Several Minnesota lawmakers late Tuesday called for independent oversight of investigations into Floyd's death and urged changes in policies that could prevent instances of deadly force encounters in the future. ""While we understand that the facts are still coming to light and that state and local authorities are reviewing the case, we believe that the seriousness of the incident requires additional independent oversight by law enforcement at all levels,"" Sens. Amy Klobuchar and Tina Smith along with U.S. Reps. Ilhan Omar and Betty McCollum, all Democrats, wrote in a letter to U.S. Attorney Erica MacDonald and Hennepin County Attorney Mike Freeman. ""We urge you to ensure that all evidence is quickly secured, including all video footage, and to aggressively pursue justice."" Members of the state Legislature's People of Color and Indigenous Caucus on Tuesday called for a full and transparent investigation of Floyd's death and for murder charges to be brought against the officers involved. And they asked that the Republican-led Senate take up legislation that would create a police accountability system, provide counseling to police officers and extend the statute of limitations for wrongful deaths brought on by police officers. ""We fear police brutality has become a de facto accepted policy outcome for Minnesota,"" the 19 lawmakers said in a news release. ""We will continue our efforts to create state laws that bring accountability, greater humanity, and community-centered public safety — all with race equity — towards ending the unacceptable killings of people of color and Indigenous people at the hands of our law enforcement entities."" Theres something u can do right now Mr Sen Majority Leader!  When we reconvene Session let’s pass police accountability legislation, including new ways to investigate, prosecute wrong doers in uniform  House passed some of those bills U can change failure of Senate to act #mnleg https://t.co/HJutyBZrlx — Carlos Mariani (@Cmarianirosa) May 27, 2020 Ellison and Harrington also pointed to the policy recommendations they put forth as part of a working group on deadly force incidents and said police departments, communities and the Legislature could implement those measures.",0.0
1618345792,2020-05-27 14:45:39,Eric Garner's mom reacts to George Floyd's death,https://www.cbsnews.com/news/eric-garner-mom-george-floyd-plead-i-cant-breathe-reoccurring-nightmare/,en,False,,152133,kotaradio.com,http://kotaradio.com/,"Eric Garner's dying words — ""I can't breathe"" — became a national rallying cry against police brutality following his death. Garner died in 2014 after being held in a chokehold by an NYPD officer. Now his mother, Gwen Carr, says hearing those same words in the video of another man who died in police custody is ""like a reoccurring nightmare."" ""I can't breathe"" is the same phrase used by George Floyd, an unarmed black man who died on Monday in Minneapolis. Video shows him being pinned down by a white police officer kneeling on his neck. ""It was déjà vu all over again,"" Carr told NBC News on Tuesday, adding that she could barely stomach the video of Floyd's arrest. ""It's like a reoccurring nightmare."" Carr's son, who was 43 at the time of his death, could be heard crying out ""I can't breathe"" at least 11 times in video shot by a bystander. The medical examiner's office later said the chokehold at the arms of the police officer contributed to Garner's death. Gwen Carr, center, the mother of chokehold victim Eric Garner, after NYPD Commissioner James O'Neill announced his decision to fire NYPD officer Daniel Pantaleo for the 2014 death of Garner, on Aug. 19, 2019, in New York. AP Photo/Bebeto Matthews The officer involved in Garner's death, Daniel Pantaleo, was fired in 2019 for using a banned chokehold, but did not face criminal charges. Video of Floyd's arrest bears some disturbing similarities. Floyd can be heard repeatedly telling a white police officer kneeling on his neck that he couldn't breathe. But despite Floyd's pleas, the officer didn't let up for more than seven minutes. Floyd died hours later at a hospital. The four officers involved in the incident have been fired by the Minneapolis Police Department. Mayor Jacob Frey said what happened was ""wrong at every level."" State and county authorities and the FBI are investigating. Floyd's family members say they want the officers charged. ""We need to see justice happen. In this case, this was clearly murder. We want to see them arrested. We want to see them charged. We want to see them convicted for what they did. He did not deserve what happened to him,"" his cousin, Tera Brown, told ""CBS This Morning"" Wednesday. Floyd's death sparked protests on Tuesday. Demonstrators marched roughly two miles from the site of the arrest to the Minneapolis Police Department's Third Precinct building. ""I don't want the protests to just be for show. I want to see action. I want to see these people pay for what they did. We need to hold them accountable,"" Brown said. CBS Minnesota reports officers dressed in riot gear formed a barrier around the precinct, and videos show them using smoke bombs or tear gas, as well as flash grenades, against the demonstrators. The protests over Floyd's death extended far beyond Minnesota. The video has been shared across social media along with calls for justice. Many shared an image of Floyd with his final words written across it: ""Pease I can't breath. My stomach hurts. My neck hurts. Everything hurts. They're going to kill me."" On Twitter, the hashtag #MinneapolisPoliceMurderdHim began trending on Wednesday. It was one of several hashtags used to call attention to Floyd's death, including #JusticeForGeorgeFloyd.",0.0
1618436460,2020-05-27 16:36:00,"'No Reasonable Person Can Assert' Hong Kong Has Autonomy From China, Pompeo Says",https://listen.sdpb.org/post/no-reasonable-person-can-assert-hong-kong-has-autonomy-china-pompeo-says,en,False,,116405,sdpb.org,http://sdpb.org/,NA,1.0
1618469165,2020-05-27 16:44:08,LeBron James shares powerful image after George Floyd's death,https://www.cbsnews.com/news/lebron-james-colin-kaepernick-stephen-curry-athletes-speaking-out-after-george-floyd-death/,en,False,,152133,kotaradio.com,http://kotaradio.com/,"LeBron James, Colin Kaepernick and Stephen Curry are among several high-profile athletes speaking out after the death of George Floyd, an unarmed black man who died after his arrest in Minneapolis. James on Tuesday night shared a side-by-side image of the officer kneeling on Floyd's neck and Kaepernick kneeling on the sidelines during the national anthem. James, who is often vocal about issues facing African Americans, wrote: ""Do you understand NOW!!??!!?? Or is it still blurred to you??"" Floyd was a suspect in a forgery case. All four responding officers have now been fired from the force. But, Floyd's family says they want the officers charged. On Wednesday, James posted a 2014 photo of himself wearing a black and white ""I can't breathe"" shirt. Those words were embraced by activists and public figures after the death of Eric Garner, a black man who said ""I can't breathe"" as he was placed in a chokehold by an NYPD officer. Other sports figures, including Kaepernick, have spoken out after Floyd's death. The free-agent quarterback shared a version of James' split image on his Instagram Story that was tweeted by former NFL receiver Nathan Palmer. Kaepernick on Thursday responded to protests in the city that turned violent for the second night in a row. ""When civility leads to death, revolting is the only logical reaction. The cries for peace will rain down, and when they do, they will land on deaf ears, because your violence has brought this resistance,"" he tweeted. We have the right to fight back!"" Stephen Curry of the Golden State Warriors expressed how Floyd's death is a reminder of the ""same reality we live in."" ""George has a family. George didn't deserve to die,"" Curry said on Instagram. ""George pleaded for help and was just straight up ignored, which speaks loud and clear that his black life didn't matter. George was murdered. George wasn't human to that cop that slowly and purposefully took his life away."" J.J. Watt of the Houston Texas called the video ""disgusting"" in an interview with a local television station. ""I don't understand how that situation can't be remedied in a way that doesn't end in his death,"" Watt said. VIDEO: @JJWatt on the death of #GeorgeFloyd “I’ve seen the video and I think it’s disgusting...I don’t understand how that situation can’t be remedied in a way that doesn’t end in his death...” pic.twitter.com/jOGGYQFdcJ — Ari Alexander (@KPRC2Ari) May 27, 2020 Protesters and police clashed Tuesday night over the death of Floyd. While the initial protest was mostly peaceful, videos emerged of officers in riot gear throwing tear gas and demonstrators throwing rocks or other objects at authorities.",0.0
